specialty_id,doctor_id,id,degree_id,category_id,is_child_doctor,active,deleted,since,default
52,75,104,NULL,NULL,NULL,1,0,NULL,0
27,77,109,NULL,NULL,NULL,1,0,NULL,0
5,78,110,NULL,NULL,NULL,1,0,NULL,0
53,78,111,NULL,NULL,NULL,1,0,NULL,0
53,81,114,NULL,NULL,NULL,1,0,NULL,0
5,84,116,NULL,NULL,NULL,1,0,NULL,0
53,84,118,NULL,NULL,NULL,1,0,NULL,0
66,83,119,NULL,NULL,NULL,1,0,NULL,0
3,86,120,NULL,NULL,NULL,1,0,NULL,0
13,86,123,NULL,NULL,NULL,1,0,NULL,0
52,88,124,NULL,NULL,NULL,1,0,NULL,0
66,88,125,NULL,NULL,NULL,1,0,NULL,0
3,87,126,NULL,NULL,NULL,1,0,NULL,0
52,87,127,NULL,NULL,NULL,1,0,NULL,0
28,91,131,NULL,NULL,NULL,1,0,NULL,0
48,92,132,NULL,NULL,NULL,1,0,NULL,0
3,94,134,NULL,NULL,NULL,1,0,NULL,0
3,97,139,NULL,NULL,NULL,1,0,NULL,0
6,98,140,NULL,NULL,NULL,1,0,NULL,0
3,100,146,NULL,NULL,NULL,1,0,NULL,0
3,101,147,NULL,NULL,NULL,1,0,NULL,0
52,101,148,NULL,NULL,NULL,1,0,NULL,0
48,104,153,NULL,NULL,NULL,1,0,NULL,0
48,105,154,NULL,NULL,NULL,1,0,NULL,0
66,108,156,NULL,NULL,NULL,1,0,NULL,0
48,106,157,NULL,NULL,NULL,1,0,NULL,0
3,109,158,NULL,NULL,NULL,1,0,NULL,0
13,109,159,NULL,NULL,NULL,1,0,NULL,0
53,112,164,NULL,NULL,NULL,1,0,NULL,0
3,113,165,NULL,NULL,NULL,1,0,NULL,0
13,113,166,NULL,NULL,NULL,1,0,NULL,0
48,111,167,NULL,NULL,NULL,1,0,NULL,0
3,114,168,NULL,NULL,NULL,1,0,NULL,0
13,114,169,NULL,NULL,NULL,1,0,NULL,0
48,115,170,NULL,NULL,NULL,1,0,NULL,0
28,116,171,NULL,NULL,NULL,1,0,NULL,0
26,118,174,NULL,NULL,NULL,1,0,NULL,0
35,119,175,NULL,NULL,NULL,1,0,NULL,0
21,53,176,NULL,NULL,NULL,1,0,NULL,0
61,53,177,NULL,NULL,NULL,1,0,NULL,0
52,120,178,NULL,NULL,NULL,1,0,NULL,0
19,121,179,NULL,NULL,NULL,1,0,NULL,0
34,122,180,NULL,NULL,NULL,1,0,NULL,0
50,122,181,NULL,NULL,NULL,1,0,NULL,0
34,123,182,NULL,NULL,NULL,1,0,NULL,0
50,123,183,NULL,NULL,NULL,1,0,NULL,0
39,125,187,NULL,NULL,NULL,1,0,NULL,0
39,126,188,NULL,NULL,NULL,1,0,NULL,0
28,127,189,NULL,NULL,NULL,1,0,NULL,0
4,50,191,NULL,NULL,NULL,1,0,NULL,0
48,128,198,NULL,NULL,NULL,1,0,NULL,0
48,130,200,NULL,NULL,NULL,1,0,NULL,0
48,132,202,NULL,NULL,NULL,1,0,NULL,0
48,134,204,NULL,NULL,NULL,1,0,NULL,0
48,136,206,NULL,NULL,NULL,1,0,NULL,0
48,138,208,NULL,NULL,NULL,1,0,NULL,0
38,142,214,NULL,NULL,NULL,1,0,NULL,0
57,144,216,NULL,NULL,NULL,1,0,NULL,0
68,146,220,NULL,NULL,NULL,1,0,NULL,0
40,148,222,NULL,NULL,NULL,1,0,NULL,0
45,148,224,NULL,NULL,NULL,1,0,NULL,0
38,148,226,NULL,NULL,NULL,1,0,NULL,0
19,150,228,NULL,NULL,NULL,1,0,NULL,0
8,76,232,NULL,NULL,NULL,1,0,NULL,0
12,76,234,NULL,NULL,NULL,1,0,NULL,0
56,76,236,NULL,NULL,NULL,1,0,NULL,0
37,152,238,NULL,NULL,NULL,1,0,NULL,0
56,152,240,NULL,NULL,NULL,1,0,NULL,0
3,26,244,NULL,NULL,NULL,1,0,NULL,0
3,19,246,NULL,NULL,NULL,1,0,NULL,0
26,156,248,NULL,NULL,NULL,1,0,NULL,0
26,160,250,NULL,NULL,NULL,1,0,NULL,0
26,89,252,NULL,NULL,NULL,1,0,NULL,0
28,164,256,NULL,NULL,NULL,1,0,NULL,0
34,166,258,NULL,NULL,NULL,1,0,NULL,0
50,166,260,NULL,NULL,NULL,1,0,NULL,0
53,168,262,NULL,NULL,NULL,1,0,NULL,0
26,174,274,NULL,NULL,NULL,1,0,NULL,0
26,176,276,NULL,NULL,NULL,1,0,NULL,0
26,178,278,NULL,NULL,NULL,1,0,NULL,0
26,180,280,NULL,NULL,NULL,1,0,NULL,0
28,182,282,NULL,NULL,NULL,1,0,NULL,0
22,158,284,NULL,NULL,NULL,1,0,NULL,0
44,184,288,NULL,NULL,NULL,1,0,NULL,0
52,184,290,NULL,NULL,NULL,1,0,NULL,0
44,186,292,NULL,NULL,NULL,1,0,NULL,0
21,190,296,NULL,NULL,NULL,1,0,NULL,0
13,94,300,NULL,NULL,NULL,1,0,NULL,0
13,97,302,NULL,NULL,NULL,1,0,NULL,0
13,100,304,NULL,NULL,NULL,1,0,NULL,0
40,198,314,NULL,NULL,NULL,1,0,NULL,0
31,200,316,NULL,NULL,NULL,1,0,NULL,0
31,202,318,NULL,NULL,NULL,1,0,NULL,0
31,204,320,NULL,NULL,NULL,1,0,NULL,0
28,206,324,NULL,NULL,NULL,1,0,NULL,0
28,208,332,NULL,NULL,NULL,1,0,NULL,0
52,208,334,NULL,NULL,NULL,1,0,NULL,0
68,208,336,NULL,NULL,NULL,1,0,NULL,0
44,86,338,NULL,NULL,NULL,1,0,NULL,0
3,186,342,NULL,NULL,NULL,1,0,NULL,0
52,186,344,NULL,NULL,NULL,1,0,NULL,0
28,210,346,NULL,NULL,NULL,1,0,NULL,0
45,210,350,NULL,NULL,NULL,1,0,NULL,0
68,210,352,NULL,NULL,NULL,1,0,NULL,0
61,212,354,NULL,NULL,NULL,1,0,NULL,0
37,214,356,NULL,NULL,NULL,1,0,NULL,0
55,214,358,NULL,NULL,NULL,1,0,NULL,0
8,88,365,NULL,NULL,NULL,1,0,NULL,0
48,219,366,NULL,NULL,NULL,1,0,NULL,0
4,221,368,NULL,NULL,NULL,1,0,NULL,0
17,221,369,NULL,NULL,NULL,1,0,NULL,0
21,222,370,NULL,NULL,NULL,1,0,NULL,0
28,226,374,NULL,NULL,NULL,1,0,NULL,0
45,226,375,NULL,NULL,NULL,1,0,NULL,0
71,227,376,NULL,NULL,NULL,1,0,NULL,0
48,229,377,NULL,NULL,NULL,1,0,NULL,0
26,228,378,NULL,NULL,NULL,1,0,NULL,0
48,231,380,NULL,NULL,NULL,1,0,NULL,0
36,232,381,NULL,NULL,NULL,1,0,NULL,0
36,234,382,NULL,NULL,NULL,1,0,NULL,0
36,236,384,NULL,NULL,NULL,1,0,NULL,0
36,238,386,NULL,NULL,NULL,1,0,NULL,0
36,241,388,NULL,NULL,NULL,1,0,NULL,0
31,240,389,NULL,NULL,NULL,1,0,NULL,0
15,243,391,NULL,NULL,NULL,1,0,NULL,0
56,245,393,NULL,NULL,NULL,1,0,NULL,0
48,246,394,NULL,NULL,NULL,1,0,NULL,0
48,249,397,NULL,NULL,NULL,1,0,NULL,0
37,251,398,NULL,NULL,NULL,1,0,NULL,0
48,250,399,NULL,NULL,NULL,1,0,NULL,0
48,252,400,NULL,NULL,NULL,1,0,NULL,0
37,253,401,NULL,NULL,NULL,1,0,NULL,0
48,254,403,NULL,NULL,NULL,1,0,NULL,0
53,256,405,NULL,NULL,NULL,1,0,NULL,0
13,258,407,NULL,NULL,NULL,1,0,NULL,0
48,257,408,NULL,NULL,NULL,1,0,NULL,0
3,258,410,NULL,NULL,NULL,1,0,NULL,0
38,260,411,NULL,NULL,NULL,1,0,NULL,0
39,260,412,NULL,NULL,NULL,1,0,NULL,0
40,260,413,NULL,NULL,NULL,1,0,NULL,0
48,259,414,NULL,NULL,NULL,1,0,NULL,0
21,262,415,NULL,NULL,NULL,1,0,NULL,0
26,263,416,NULL,NULL,NULL,1,0,NULL,0
48,261,417,NULL,NULL,NULL,1,0,NULL,0
32,264,418,NULL,NULL,NULL,1,0,NULL,0
32,266,420,NULL,NULL,NULL,1,0,NULL,0
55,270,426,NULL,NULL,NULL,1,0,NULL,0
23,272,430,NULL,NULL,NULL,1,0,NULL,0
52,278,442,NULL,NULL,NULL,1,0,NULL,0
56,278,443,NULL,NULL,NULL,1,0,NULL,0
53,279,445,NULL,NULL,NULL,1,0,NULL,0
56,279,446,NULL,NULL,NULL,1,0,NULL,0
36,280,447,NULL,NULL,NULL,1,0,NULL,0
20,270,448,NULL,NULL,NULL,1,0,NULL,0
34,282,451,NULL,NULL,NULL,1,0,NULL,0
50,282,452,NULL,NULL,NULL,1,0,NULL,0
31,288,460,NULL,NULL,NULL,1,0,NULL,0
31,291,463,NULL,NULL,NULL,1,0,NULL,0
49,295,468,NULL,NULL,NULL,1,0,NULL,0
6,299,471,NULL,NULL,NULL,1,0,NULL,0
6,298,472,NULL,NULL,NULL,1,0,NULL,0
6,300,473,NULL,NULL,NULL,1,0,NULL,0
49,302,475,NULL,NULL,NULL,1,0,NULL,0
66,302,476,NULL,NULL,NULL,1,0,NULL,0
53,307,484,NULL,NULL,NULL,1,0,NULL,0
13,27,485,NULL,NULL,NULL,1,0,NULL,0
13,29,486,NULL,NULL,NULL,1,0,NULL,0
13,33,487,NULL,NULL,NULL,1,0,NULL,0
3,34,488,NULL,NULL,NULL,1,0,NULL,0
13,35,489,NULL,NULL,NULL,1,0,NULL,0
32,309,493,NULL,NULL,NULL,1,0,NULL,0
6,310,494,NULL,NULL,NULL,1,0,NULL,0
54,311,495,NULL,NULL,NULL,1,0,NULL,0
71,311,496,NULL,NULL,NULL,1,0,NULL,0
26,312,500,NULL,NULL,NULL,1,0,NULL,0
6,313,501,NULL,NULL,NULL,1,0,NULL,0
26,315,503,NULL,NULL,NULL,1,0,NULL,0
56,272,504,NULL,NULL,NULL,1,0,NULL,0
56,316,505,NULL,NULL,NULL,1,0,NULL,0
52,317,506,NULL,NULL,NULL,1,0,NULL,0
56,318,507,NULL,NULL,NULL,1,0,NULL,0
36,318,508,NULL,NULL,NULL,1,0,NULL,0
36,319,509,NULL,NULL,NULL,1,0,NULL,0
48,320,510,NULL,NULL,NULL,1,0,NULL,0
48,322,513,NULL,NULL,NULL,1,0,NULL,0
48,323,514,NULL,NULL,NULL,1,0,NULL,0
48,324,515,NULL,NULL,NULL,1,0,NULL,0
48,325,516,NULL,NULL,NULL,1,0,NULL,0
48,327,518,NULL,NULL,NULL,1,0,NULL,0
15,329,526,NULL,NULL,NULL,1,0,NULL,0
54,332,527,NULL,NULL,NULL,1,0,NULL,0
15,333,528,NULL,NULL,NULL,1,0,NULL,0
21,332,530,NULL,NULL,NULL,1,0,NULL,0
15,334,531,NULL,NULL,NULL,1,0,NULL,0
21,334,532,NULL,NULL,NULL,1,0,NULL,0
54,334,533,NULL,NULL,NULL,1,0,NULL,0
15,335,534,NULL,NULL,NULL,1,0,NULL,0
21,335,535,NULL,NULL,NULL,1,0,NULL,0
66,337,539,NULL,NULL,NULL,1,0,NULL,0
74,337,540,NULL,NULL,NULL,1,0,NULL,0
3,338,541,NULL,NULL,NULL,1,0,NULL,0
21,339,544,NULL,NULL,NULL,1,0,NULL,0
21,340,545,NULL,NULL,NULL,1,0,NULL,0
48,341,546,NULL,NULL,NULL,1,0,NULL,0
33,342,547,NULL,NULL,NULL,1,0,NULL,0
48,342,548,NULL,NULL,NULL,1,0,NULL,0
48,343,551,NULL,NULL,NULL,1,0,NULL,0
48,344,553,NULL,NULL,NULL,1,0,NULL,0
48,345,554,NULL,NULL,NULL,1,0,NULL,0
48,346,555,NULL,NULL,NULL,1,0,NULL,0
48,348,557,NULL,NULL,NULL,1,0,NULL,0
21,350,560,NULL,NULL,NULL,1,0,NULL,0
48,352,562,NULL,NULL,NULL,1,0,NULL,0
48,353,563,NULL,NULL,NULL,1,0,NULL,0
48,355,565,NULL,NULL,NULL,1,0,NULL,0
48,356,566,NULL,NULL,NULL,1,0,NULL,0
48,357,567,NULL,NULL,NULL,1,0,NULL,0
48,358,568,NULL,NULL,NULL,1,0,NULL,0
33,359,569,NULL,NULL,NULL,1,0,NULL,0
13,361,573,NULL,NULL,NULL,1,0,NULL,0
75,224,575,NULL,NULL,NULL,1,0,NULL,0
49,362,576,NULL,NULL,NULL,1,0,NULL,0
66,363,578,NULL,NULL,NULL,1,0,NULL,0
9,364,579,NULL,NULL,NULL,1,0,NULL,0
37,365,580,NULL,NULL,NULL,1,0,NULL,0
56,365,581,NULL,NULL,NULL,1,0,NULL,0
13,367,582,NULL,NULL,NULL,1,0,NULL,0
53,368,583,NULL,NULL,NULL,1,0,NULL,0
28,370,584,NULL,NULL,NULL,1,0,NULL,0
39,369,585,NULL,NULL,NULL,1,0,NULL,0
68,372,586,NULL,NULL,NULL,1,0,NULL,0
3,371,587,NULL,NULL,NULL,1,0,NULL,0
19,373,588,NULL,NULL,NULL,1,0,NULL,0
53,375,590,NULL,NULL,NULL,1,0,NULL,0
5,375,591,NULL,NULL,NULL,1,0,NULL,0
31,377,593,NULL,NULL,NULL,1,0,NULL,0
66,378,594,NULL,NULL,NULL,1,0,NULL,0
52,379,595,NULL,NULL,NULL,1,0,NULL,0
66,379,596,NULL,NULL,NULL,1,0,NULL,0
76,382,598,NULL,NULL,NULL,1,0,NULL,0
61,383,599,NULL,NULL,NULL,1,0,NULL,0
21,384,600,NULL,NULL,NULL,1,0,NULL,0
53,385,601,NULL,NULL,NULL,1,0,NULL,0
52,390,612,NULL,NULL,NULL,1,0,NULL,0
66,392,614,NULL,NULL,NULL,1,0,NULL,0
3,394,618,NULL,NULL,NULL,1,0,NULL,0
19,396,620,NULL,NULL,NULL,1,0,NULL,0
15,398,626,NULL,NULL,NULL,1,0,NULL,0
53,399,629,NULL,NULL,NULL,1,0,NULL,0
23,400,630,NULL,NULL,NULL,1,0,NULL,0
48,401,631,NULL,NULL,NULL,1,0,NULL,0
52,402,632,NULL,NULL,NULL,1,0,NULL,0
28,404,634,NULL,NULL,NULL,1,0,NULL,0
45,408,638,NULL,NULL,NULL,1,0,NULL,0
56,408,640,NULL,NULL,NULL,1,0,NULL,0
26,406,642,NULL,NULL,NULL,1,0,NULL,0
26,410,644,NULL,NULL,NULL,1,0,NULL,0
52,412,646,NULL,NULL,NULL,1,0,NULL,0
21,416,650,NULL,NULL,NULL,1,0,NULL,0
39,418,652,NULL,NULL,NULL,1,0,NULL,0
34,420,654,NULL,NULL,NULL,1,0,NULL,0
50,420,656,NULL,NULL,NULL,1,0,NULL,0
31,424,658,NULL,NULL,NULL,1,0,NULL,0
28,422,660,NULL,NULL,NULL,1,0,NULL,0
72,420,666,NULL,NULL,NULL,1,0,NULL,0
49,426,670,NULL,NULL,NULL,1,0,NULL,0
66,426,672,NULL,NULL,NULL,1,0,NULL,0
15,428,674,NULL,NULL,NULL,1,0,NULL,0
21,428,676,NULL,NULL,NULL,1,0,NULL,0
59,434,686,NULL,NULL,NULL,1,0,NULL,0
52,436,688,NULL,NULL,NULL,1,0,NULL,0
5,438,690,NULL,NULL,NULL,1,0,NULL,0
53,438,692,NULL,NULL,NULL,1,0,NULL,0
49,440,694,NULL,NULL,NULL,1,0,NULL,0
35,442,698,NULL,NULL,NULL,1,0,NULL,0
23,444,700,NULL,NULL,NULL,1,0,NULL,0
34,446,702,NULL,NULL,NULL,1,0,NULL,0
26,448,708,NULL,NULL,NULL,1,0,NULL,0
3,452,712,NULL,NULL,NULL,1,0,NULL,0
13,452,714,NULL,NULL,NULL,1,0,NULL,0
3,456,720,NULL,NULL,NULL,1,0,NULL,0
13,456,722,NULL,NULL,NULL,1,0,NULL,0
44,456,724,NULL,NULL,NULL,1,0,NULL,0
57,460,726,NULL,NULL,NULL,1,0,NULL,0
8,464,730,NULL,NULL,NULL,1,0,NULL,0
3,468,736,NULL,NULL,NULL,1,0,NULL,0
13,468,738,NULL,NULL,NULL,1,0,NULL,0
44,468,740,NULL,NULL,NULL,1,0,NULL,0
52,468,742,NULL,NULL,NULL,1,0,NULL,0
28,466,744,NULL,NULL,NULL,1,0,NULL,0
3,472,748,NULL,NULL,NULL,1,0,NULL,0
57,474,750,NULL,NULL,NULL,1,0,NULL,0
56,476,752,NULL,NULL,NULL,1,0,NULL,0
70,476,754,NULL,NULL,NULL,1,0,NULL,0
22,478,756,NULL,NULL,NULL,1,0,NULL,0
66,480,758,NULL,NULL,NULL,1,0,NULL,0
13,338,768,NULL,NULL,NULL,1,0,NULL,0
13,371,770,NULL,NULL,NULL,1,0,NULL,0
13,472,772,NULL,NULL,NULL,1,0,NULL,0
13,394,774,NULL,NULL,NULL,1,0,NULL,0
13,101,778,NULL,NULL,NULL,1,0,NULL,0
3,361,790,NULL,NULL,NULL,1,0,NULL,0
27,198,796,NULL,NULL,NULL,1,0,NULL,0
45,488,798,NULL,NULL,NULL,1,0,NULL,0
26,492,804,NULL,NULL,NULL,1,0,NULL,0
71,492,806,NULL,NULL,NULL,1,0,NULL,0
45,494,808,NULL,NULL,NULL,1,0,NULL,0
48,496,812,NULL,NULL,NULL,1,0,NULL,0
48,500,814,NULL,NULL,NULL,1,0,NULL,0
48,502,816,NULL,NULL,NULL,1,0,NULL,0
26,498,818,NULL,NULL,NULL,1,0,NULL,0
49,506,824,NULL,NULL,NULL,1,0,NULL,0
28,508,826,NULL,NULL,NULL,1,0,NULL,0
49,508,828,NULL,NULL,NULL,1,0,NULL,0
5,307,830,NULL,NULL,NULL,1,0,NULL,0
5,256,834,NULL,NULL,NULL,1,0,NULL,0
5,168,838,NULL,NULL,NULL,1,0,NULL,0
5,31,840,NULL,NULL,NULL,1,0,NULL,0
33,104,842,NULL,NULL,NULL,1,0,NULL,0
52,510,850,NULL,NULL,NULL,1,0,NULL,0
68,510,852,NULL,NULL,NULL,1,0,NULL,0
26,516,858,NULL,NULL,NULL,1,0,NULL,0
14,518,860,NULL,NULL,NULL,1,0,NULL,0
28,518,862,NULL,NULL,NULL,1,0,NULL,0
45,518,864,NULL,NULL,NULL,1,0,NULL,0
15,520,866,NULL,NULL,NULL,1,0,NULL,0
21,520,868,NULL,NULL,NULL,1,0,NULL,0
15,522,870,NULL,NULL,NULL,1,0,NULL,0
21,522,872,NULL,NULL,NULL,1,0,NULL,0
71,528,878,NULL,NULL,NULL,1,0,NULL,0
26,530,880,NULL,NULL,NULL,1,0,NULL,0
6,554,900,NULL,NULL,NULL,1,0,NULL,0
6,558,906,NULL,NULL,NULL,1,0,NULL,0
26,562,914,NULL,NULL,NULL,1,0,NULL,0
71,562,916,NULL,NULL,NULL,1,0,NULL,0
36,564,918,NULL,NULL,NULL,1,0,NULL,0
56,564,920,NULL,NULL,NULL,1,0,NULL,0
15,566,922,NULL,NULL,NULL,1,0,NULL,0
21,566,924,NULL,NULL,NULL,1,0,NULL,0
14,552,928,NULL,NULL,NULL,1,0,NULL,0
66,552,930,NULL,NULL,NULL,1,0,NULL,0
71,570,932,NULL,NULL,NULL,1,0,NULL,0
15,572,934,NULL,NULL,NULL,1,0,NULL,0
21,572,936,NULL,NULL,NULL,1,0,NULL,0
26,576,946,NULL,NULL,NULL,1,0,NULL,0
71,576,948,NULL,NULL,NULL,1,0,NULL,0
26,578,950,NULL,NULL,NULL,1,0,NULL,0
25,584,960,NULL,NULL,NULL,1,0,NULL,0
26,584,962,NULL,NULL,NULL,1,0,NULL,0
71,584,964,NULL,NULL,NULL,1,0,NULL,0
36,586,966,NULL,NULL,NULL,1,0,NULL,0
56,586,968,NULL,NULL,NULL,1,0,NULL,0
3,590,972,NULL,NULL,NULL,1,0,NULL,0
13,590,974,NULL,NULL,NULL,1,0,NULL,0
44,590,976,NULL,NULL,NULL,1,0,NULL,0
25,598,988,NULL,NULL,NULL,1,0,NULL,0
3,602,992,NULL,NULL,NULL,1,0,NULL,0
70,602,998,NULL,NULL,NULL,1,0,NULL,0
52,604,1000,NULL,NULL,NULL,1,0,NULL,0
48,606,1004,NULL,NULL,NULL,1,0,NULL,0
78,230,1012,NULL,NULL,NULL,1,0,NULL,0
26,227,1016,NULL,NULL,NULL,1,0,NULL,0
34,608,1018,NULL,NULL,NULL,1,0,NULL,0
50,608,1020,NULL,NULL,NULL,1,0,NULL,0
71,608,1022,NULL,NULL,NULL,1,0,NULL,0
48,610,1024,NULL,NULL,NULL,1,0,NULL,0
48,612,1026,NULL,NULL,NULL,1,0,NULL,0
48,616,1030,NULL,NULL,NULL,1,0,NULL,0
48,618,1032,NULL,NULL,NULL,1,0,NULL,0
48,620,1034,NULL,NULL,NULL,1,0,NULL,0
48,622,1036,NULL,NULL,NULL,1,0,NULL,0
33,624,1038,NULL,NULL,NULL,1,0,NULL,0
48,624,1040,NULL,NULL,NULL,1,0,NULL,0
48,626,1042,NULL,NULL,NULL,1,0,NULL,0
48,628,1044,NULL,NULL,NULL,1,0,NULL,0
7,632,1052,NULL,NULL,NULL,1,0,NULL,0
15,632,1054,NULL,NULL,NULL,1,0,NULL,0
61,632,1056,NULL,NULL,NULL,1,0,NULL,0
3,634,1058,NULL,NULL,NULL,1,0,NULL,0
13,634,1060,NULL,NULL,NULL,1,0,NULL,0
70,634,1062,NULL,NULL,NULL,1,0,NULL,0
28,636,1064,NULL,NULL,NULL,1,0,NULL,0
74,636,1066,NULL,NULL,NULL,1,0,NULL,0
19,638,1068,NULL,NULL,NULL,1,0,NULL,0
34,640,1070,NULL,NULL,NULL,1,0,NULL,0
50,640,1072,NULL,NULL,NULL,1,0,NULL,0
52,640,1074,NULL,NULL,NULL,1,0,NULL,0
68,640,1076,NULL,NULL,NULL,1,0,NULL,0
78,226,1080,NULL,NULL,NULL,1,0,NULL,0
15,642,1082,NULL,NULL,NULL,1,0,NULL,0
34,646,1088,NULL,NULL,NULL,1,0,NULL,0
50,646,1090,NULL,NULL,NULL,1,0,NULL,0
61,648,1094,NULL,NULL,NULL,1,0,NULL,0
28,650,1096,NULL,NULL,NULL,1,0,NULL,0
35,656,1102,NULL,NULL,NULL,1,0,NULL,0
59,656,1104,NULL,NULL,NULL,1,0,NULL,0
48,658,1106,NULL,NULL,NULL,1,0,NULL,0
48,660,1108,NULL,NULL,NULL,1,0,NULL,0
48,662,1110,NULL,NULL,NULL,1,0,NULL,0
48,664,1112,NULL,NULL,NULL,1,0,NULL,0
48,666,1114,NULL,NULL,NULL,1,0,NULL,0
48,668,1116,NULL,NULL,NULL,1,0,NULL,0
48,670,1118,NULL,NULL,NULL,1,0,NULL,0
48,672,1120,NULL,NULL,NULL,1,0,NULL,0
33,674,1122,NULL,NULL,NULL,1,0,NULL,0
48,674,1124,NULL,NULL,NULL,1,0,NULL,0
48,676,1126,NULL,NULL,NULL,1,0,NULL,0
48,678,1128,NULL,NULL,NULL,1,0,NULL,0
14,452,1130,NULL,NULL,NULL,1,0,NULL,0
14,442,1134,NULL,NULL,NULL,1,0,NULL,0
53,680,1136,NULL,NULL,NULL,1,0,NULL,0
66,682,1138,NULL,NULL,NULL,1,0,NULL,0
3,684,1140,NULL,NULL,NULL,1,0,NULL,0
13,684,1142,NULL,NULL,NULL,1,0,NULL,0
52,684,1144,NULL,NULL,NULL,1,0,NULL,0
3,686,1148,NULL,NULL,NULL,1,0,NULL,0
13,686,1150,NULL,NULL,NULL,1,0,NULL,0
5,688,1154,NULL,NULL,NULL,1,0,NULL,0
52,688,1156,NULL,NULL,NULL,1,0,NULL,0
53,688,1158,NULL,NULL,NULL,1,0,NULL,0
48,690,1160,NULL,NULL,NULL,1,0,NULL,0
31,692,1162,NULL,NULL,NULL,1,0,NULL,0
53,694,1164,NULL,NULL,NULL,1,0,NULL,0
31,696,1166,NULL,NULL,NULL,1,0,NULL,0
13,698,1168,NULL,NULL,NULL,1,0,NULL,0
52,698,1170,NULL,NULL,NULL,1,0,NULL,0
56,702,1178,NULL,NULL,NULL,1,0,NULL,0
70,702,1180,NULL,NULL,NULL,1,0,NULL,0
26,704,1182,NULL,NULL,NULL,1,0,NULL,0
34,706,1184,NULL,NULL,NULL,1,0,NULL,0
50,706,1186,NULL,NULL,NULL,1,0,NULL,0
57,708,1188,NULL,NULL,NULL,1,0,NULL,0
66,710,1190,NULL,NULL,NULL,1,0,NULL,0
28,712,1192,NULL,NULL,NULL,1,0,NULL,0
26,714,1194,NULL,NULL,NULL,1,0,NULL,0
49,716,1196,NULL,NULL,NULL,1,0,NULL,0
15,718,1200,NULL,NULL,NULL,1,0,NULL,0
21,718,1202,NULL,NULL,NULL,1,0,NULL,0
23,720,1206,NULL,NULL,NULL,1,0,NULL,0
49,722,1208,NULL,NULL,NULL,1,0,NULL,0
66,722,1210,NULL,NULL,NULL,1,0,NULL,0
8,724,1212,NULL,NULL,NULL,1,0,NULL,0
23,728,1218,NULL,NULL,NULL,1,0,NULL,0
26,730,1220,NULL,NULL,NULL,1,0,NULL,0
48,732,1222,NULL,NULL,NULL,1,0,NULL,0
48,736,1226,NULL,NULL,NULL,1,0,NULL,0
35,740,1230,NULL,NULL,NULL,1,0,NULL,0
49,744,1234,NULL,NULL,NULL,1,0,NULL,0
49,752,1248,NULL,NULL,NULL,1,0,NULL,0
28,754,1250,NULL,NULL,NULL,1,0,NULL,0
